,C,Db,D,Eb,E,F,Gb,G,Ab,A,Bb,B,true
Gb6_york-samai_Guitar.ogg,11813.2529296875,82660.4296875,16809.974609375,15995.6103515625,4625.28759765625,22035.029296875,117819.1015625,17502.908203125,1604.4449462890625,9742.2275390625,57876.34375,8456.0322265625,Gb6
E6_aksak_Guitar.ogg,21585.056640625,14194.5751953125,4435.4873046875,32453.099609375,195378.921875,27209.181640625,1599.5445556640625,6064.79052734375,34129.87109375,5490.66552734375,15123.73828125,111326.1171875,E6
C6_bendir_Guitar.ogg,117084.5859375,22063.232421875,34352.15234375,8543.2578125,20629.71875,4480.71826171875,11856.6494140625,79039.796875,18278.728515625,21967.390625,11098.2109375,53489.65625,C6
Eb6_venda_clapping_Guitar.ogg,20281.0234375,10127.0361328125,63406.8125,223131.984375,30123.119140625,4656.51904296875,3861.759033203125,16867.44921875,3652.936279296875,16645.349609375,111883.0078125,21907.623046875,Eb6
Gb6_bossa-nova_Guitar.ogg,19034.23046875,137744.078125,26009.376953125,14427.4150390625,5978.11572265625,47713.50390625,289909.71875,39972.64453125,2088.788330078125,11425.5986328125,67747.0078125,9916.8076171875,Gb6
Gb6_agogo-samba_Guitar.ogg,25219.546875,174171.703125,37677.83203125,55708.4375,12026.6708984375,49315.078125,292026.9375,40887.3515625,2706.05517578125,13774.4580078125,79491.296875,12093.5107421875,Gb6
Gb6_fandango_Guitar.ogg,15257.0029296875,111361.6484375,20710.439453125,8309.3759765625,4411.95556640625,37964.3203125,231523.015625,32137.3671875,1678.1661376953125,9158.8798828125,54263.890625,7934.59716796875,Gb6
G6_ngbaka-maibo_Guitar.ogg,14585.2724609375,27286.556640625,196338.0,35466.0,14561.4912109375,5262.11181640625,59493.68359375,386854.09375,52623.94921875,3196.443359375,15327.37890625,91220.71875,G6
Db6_bossa-nova_Guitar.ogg,86684.6015625,310639.28125,42242.26171875,5691.18115234375,5661.228515625,25280.328125,5066.9189453125,16239.2216796875,110262.125,23073.849609375,19693.921875,15493.46875,Db6
E6_spanish_tango_Guitar.ogg,23403.017578125,30973.677734375,6657.44970703125,29410.484375,172251.34375,24369.271484375,1655.2628173828125,5687.642578125,32699.150390625,5549.18115234375,14861.671875,107305.7890625,E6
Db6_cinquillo_Guitar.ogg,47499.00390625,144080.609375,20612.146484375,5220.9951171875,4150.8486328125,16971.376953125,3685.527587890625,12679.8603515625,82986.1015625,17976.27734375,20818.845703125,10614.2958984375,Db6
G6_aksak_Guitar.ogg,6226.810546875,15383.9169921875,115187.34375,20833.853515625,5865.984375,2703.274658203125,32575.90625,215773.6875,29505.8203125,1502.0101318359375,6524.87255859375,38461.984375,G6
Gb6_outside_now_Guitar.ogg,13989.2236328125,102480.6796875,18939.359375,6351.47119140625,3897.283203125,34703.63671875,212051.3125,29505.560546875,1537.5484619140625,8388.677734375,49673.85546875,7256.93310546875,Gb6
C6_aka_upper_sangha_Guitar.ogg,510919.21875,90864.3203125,122675.9453125,30890.6328125,73958.46875,16138.0126953125,41684.6953125,283165.3125,62144.765625,69792.75,39835.93359375,210199.890625,C6
Eb6_aka_Guitar.ogg,70842.1640625,27226.443359375,154145.078125,619906.0,86319.1171875,24915.46875,11665.2216796875,37280.57421875,9865.5078125,67132.1171875,446169.875,79607.3515625,Eb6
Bb6_spanish_tango_Guitar.ogg,1958.9771728515625,5633.11865234375,32225.2890625,5012.00048828125,3069.863037109375,18061.21875,4057.4912109375,6755.64404296875,2487.674560546875,23840.904296875,136677.4375,22178.626953125,Bb6
A6_agsag-samai_Guitar.ogg,6195.6328125,36422.69140625,5538.45947265625,2992.834716796875,17145.701171875,3729.316162109375,6505.05419921875,2580.04736328125,20325.458984375,110987.8828125,19108.669921875,1771.5693359375,A6
Ab6_Nawakhat_Guitar.ogg,30628.09375,4730.22265625,3910.44921875,22966.3671875,4531.91845703125,6201.08544921875,2021.2100830078125,16669.748046875,95551.625,17125.419921875,1588.7862548828125,5202.59814453125,Ab6
G6_fandango_Guitar.ogg,7009.369140625,17658.427734375,134093.671875,23996.392578125,4515.314453125,2924.8701171875,44572.53515625,296095.5,39469.68359375,1597.4854736328125,7548.162109375,44583.88671875,G6
Db6_samba_Guitar.ogg,95248.09375,303098.34375,41438.6953125,6533.16455078125,7215.66357421875,33530.56640625,6641.197265625,17611.580078125,115605.2734375,30097.8515625,57700.13671875,21675.599609375,Db6
D6_mpre_Guitar.ogg,18125.994140625,95952.1328125,206461.640625,28925.447265625,6637.46044921875,7354.34912109375,33467.00390625,6356.30224609375,16212.0556640625,105362.7265625,24831.009765625,37431.12109375,D6
A6_fandango_Guitar.ogg,6899.32568359375,41227.94140625,6139.12060546875,3184.242919921875,18926.4453125,3544.455078125,3664.6552734375,2423.7646484375,23839.216796875,132901.953125,22339.994140625,1864.2857666015625,A6
G6_aka_Guitar.ogg,23921.4453125,56330.05859375,411928.21875,75039.6484375,37319.65234375,12365.0283203125,125661.6875,812046.0625,111397.1015625,6610.52734375,24621.595703125,142627.109375,G6
F6_spanish_tango_Guitar.ogg,112538.6015625,21967.2578125,19253.08203125,5206.21728515625,31251.728515625,183526.515625,25324.685546875,1779.6497802734375,6712.77294921875,38281.17578125,6133.95703125,15978.4453125,F6
Eb6_venda_Guitar.ogg,23757.990234375,9647.6484375,50950.17578125,160667.703125,22229.5078125,3949.466552734375,3313.1318359375,14473.7861328125,3169.584228515625,13239.28515625,87285.7109375,18478.291015625,Eb6
Db6_outside_now_Guitar.ogg,61244.87890625,212023.453125,29164.634765625,3647.491943359375,4020.342529296875,18317.90234375,3642.8603515625,11799.9755859375,81230.3515625,16656.087890625,10428.525390625,10994.8876953125,Db6
Eb6_spanish_tango_Guitar.ogg,23277.322265625,10812.625,56887.703125,143540.5625,20027.482421875,4296.45263671875,4583.74755859375,20955.873046875,4025.247314453125,13799.7822265625,91116.7890625,19050.818359375,Eb6
C6_cinquillo_Guitar.ogg,108729.0234375,18958.7109375,21845.111328125,6030.86865234375,16436.57421875,3673.50390625,10963.3515625,74323.5390625,17749.6953125,24599.783203125,9715.9990234375,43286.14453125,C6
Db6_york-samai_Guitar.ogg,52390.94140625,106570.5546875,15611.6201171875,4092.568359375,4347.35205078125,19882.228515625,4100.52392578125,10290.52734375,66465.5078125,16452.880859375,26104.341796875,12487.6455078125,Db6
B6_spanish_tango_Guitar.ogg,22570.349609375,1756.18994140625,6193.39794921875,35949.93359375,5514.21240234375,2928.628173828125,16713.263671875,3702.3310546875,6322.31494140625,2270.110107421875,22030.0390625,132651.125,B6
Ab6_mpre_Guitar.ogg,53406.75390625,8382.3203125,6810.77197265625,39143.69921875,9040.7568359375,19020.115234375,4381.0732421875,23156.7734375,131488.78125,24762.822265625,2949.841552734375,9189.966796875,Ab6
A6_aka_Guitar.ogg,24624.515625,144506.65625,21957.8515625,10187.587890625,55960.09765625,16430.3046875,46786.453125,12108.6640625,66793.2109375,352400.5,63125.109375,7016.53857421875,A6
B6_al-saghil-al-sani_Guitar.ogg,23955.455078125,1709.6728515625,5026.47998046875,28513.9921875,4470.44189453125,2912.115966796875,16849.67578125,3709.973388671875,6425.76806640625,2387.559814453125,23601.814453125,143087.03125,B6
Ab6_cinquillo_Guitar.ogg,34115.3515625,5294.9033203125,4473.64453125,26214.603515625,5334.97607421875,8197.9228515625,2404.448974609375,17845.759765625,102271.5234375,18487.603515625,1817.3846435546875,5815.185546875,Ab6
Bb6_mpre_Guitar.ogg,2982.317138671875,7109.2734375,39650.55078125,6441.37744140625,4524.77001953125,25792.189453125,7072.51123046875,18627.5078125,4608.248046875,29215.021484375,165005.34375,27868.2421875,Bb6
Db6_agsag-samai_Guitar.ogg,57236.45703125,164505.46875,23131.298828125,4087.921142578125,4417.73779296875,20036.142578125,3963.345947265625,11461.046875,76822.3984375,17090.44140625,18499.75,11659.0693359375,Db6
Gb6_cinquillo_Guitar.ogg,13167.59765625,93617.03125,18146.083984375,12586.1767578125,4394.52392578125,27140.701171875,155681.765625,22377.451171875,1600.0167236328125,9722.189453125,56849.53125,8199.8955078125,Gb6
Bb6_outside_now_Guitar.ogg,1784.1341552734375,5505.888671875,32295.068359375,4819.1220703125,2735.990966796875,16929.921875,3138.261962890625,2374.547119140625,1811.5545654296875,25421.5078125,148988.875,23813.341796875,Bb6
Db6_aka_upper_sangha_Guitar.ogg,206986.421875,658389.0,91822.5859375,24955.580078125,18047.716796875,71745.4453125,15454.5478515625,51244.35546875,333121.46875,71108.9765625,89493.1328125,43417.39453125,Db6
Eb6_bendir_Guitar.ogg,23294.103515625,10961.7353515625,56954.29296875,143665.015625,20272.802734375,5433.81298828125,4465.97607421875,19071.9296875,4135.96875,16893.818359375,110124.3203125,21548.818359375,Eb6
Db6_ngbaka-maibo_Guitar.ogg,96946.4375,306218.03125,42350.48828125,7280.30029296875,8155.94287109375,38613.6875,7766.55419921875,18828.865234375,120482.4765625,38532.05078125,102772.1484375,27777.716796875,Db6
Ab6_agsag-samai_Guitar.ogg,37264.8359375,5641.29248046875,4458.43603515625,26500.248046875,4909.20263671875,4705.1103515625,2019.40673828125,19499.720703125,112970.2265625,19736.234375,1716.0115966796875,6235.83544921875,Ab6
Eb6_al-saghil-al-sani_Guitar.ogg,32204.373046875,10887.4580078125,49261.58984375,142133.578125,19986.099609375,4184.5517578125,3993.452880859375,17651.177734375,3545.545166015625,13856.0595703125,91236.2890625,20328.759765625,Eb6
G6_ruchenitza_2_Guitar.ogg,5085.75927734375,12725.4970703125,96070.2109375,17276.951171875,3468.117919921875,2072.20703125,24592.771484375,163665.546875,22717.513671875,1176.443359375,5332.08740234375,31528.744140625,G6
B6_ngbaka-maibo_Guitar.ogg,38660.1171875,3081.088134765625,7918.06005859375,43074.6953125,6997.31640625,6140.978515625,36330.0546875,7454.07763671875,11497.6279296875,4412.216796875,39099.58203125,233559.390625,B6
E6_samba_Guitar.ogg,35751.51171875,30167.21875,8113.31103515625,58456.80859375,351566.125,47778.68359375,2791.1923828125,10254.4072265625,57553.76171875,9335.2314453125,25518.798828125,183203.375,E6
A6_ngbaka-maibo_Guitar.ogg,10781.6318359375,61629.19140625,9704.6083984375,7230.953125,42156.22265625,8768.2626953125,13707.7890625,5138.69775390625,33870.1484375,179768.796875,30511.857421875,3368.703125,A6
D6_bossa-nova_Guitar.ogg,12468.4169921875,82687.8203125,260644.875,35902.83984375,5750.68701171875,5980.4765625,26971.3125,5061.22412109375,15624.8583984375,103751.59375,21690.1328125,18981.689453125,D6
C6_bossa-nova_Guitar.ogg,222647.125,34499.640625,28170.162109375,9118.9130859375,27811.8515625,5365.36083984375,16279.7001953125,114307.8125,23428.193359375,14914.2158203125,12536.578125,78582.5703125,C6
Db6_al-saghil-al-sani_Guitar.ogg,51823.51171875,145412.671875,20797.443359375,5342.24951171875,4216.4833984375,17637.59375,3949.718994140625,12756.7763671875,82611.1484375,19113.228515625,28029.634765625,12281.8896484375,Db6
E6_bossa-nova_Guitar.ogg,30403.767578125,18018.75,6151.205078125,57151.62109375,351839.21875,47537.31640625,2271.400146484375,8629.3681640625,48810.82421875,7703.39306640625,21447.041015625,159078.84375,E6
F6_al-saghil-al-sani_Guitar.ogg,102512.96875,21932.943359375,27973.609375,6391.49462890625,31235.876953125,183686.609375,25396.974609375,1662.41064453125,6656.46923828125,38255.72265625,6062.97802734375,14509.1123046875,F6
G6_bossa-nova_Guitar.ogg,8739.5654296875,21683.302734375,163347.703125,29344.291015625,7550.79833984375,3832.183349609375,57241.67578125,378359.15625,50244.21875,2075.95947265625,9401.1533203125,55339.99609375,G6
E6_bendir_Guitar.ogg,26606.654296875,35366.48828125,7414.17236328125,29336.416015625,173728.296875,24678.912109375,1816.0828857421875,5739.103515625,31348.720703125,5480.794921875,17605.310546875,124495.3984375,E6
Db6_ngbaka-maibo_Clarinet.ogg,75414.0703125,36690.58203125,39948.16796875,58496.65625,32815.55078125,95351.875,35833.26953125,33743.76171875,58035.96484375,40956.63671875,190434.765625,269441.28125,Db6
Eb6_al-saghil-al-sani_Clarinet.ogg,21699.134765625,24375.4765625,18657.103515625,10990.1337890625,7825.66064453125,17513.380859375,16729.126953125,74124.4453125,13244.7490234375,8777.0263671875,34758.2890625,23998.927734375,Eb6
Bb6_venda_clapping_Clarinet.ogg,59948.390625,19741.251953125,47621.22265625,10185.9599609375,11842.5205078125,58099.20703125,38675.2890625,35040.11328125,55759.09375,50785.46484375,37427.81640625,18164.109375,Bb6
E6_spanish_tango_Clarinet.ogg,27208.978515625,30836.3984375,45901.27734375,20139.353515625,16526.248046875,29146.3984375,65758.15625,19601.642578125,48652.53125,13089.25390625,11966.7802734375,33981.17578125,E6
Eb6_bossa-nova_Clarinet.ogg,38182.70703125,62701.63671875,38428.00390625,29743.3828125,15455.3359375,33055.69921875,21140.275390625,61372.078125,20372.017578125,22672.154296875,70943.5859375,40833.74609375,Eb6
Ab6_venda_clapping_Clarinet.ogg,70184.0078125,19719.603515625,18447.7421875,43094.4140625,18252.783203125,54371.31640625,108287.75,95690.0703125,36227.11328125,18929.505859375,71663.9765625,26997.521484375,Ab6
B6_spanish_tango_Clarinet.ogg,12905.6083984375,61848.07421875,17882.638671875,48827.69921875,10057.3740234375,8225.853515625,31304.6953125,9352.46875,29190.029296875,45490.93359375,76176.71875,26687.65625,B6
Db6_venda_clapping_Clarinet.ogg,46195.90625,21527.484375,19572.80859375,36195.72265625,19129.626953125,42996.31640625,19834.576171875,20762.962890625,34905.23046875,20397.908203125,82853.2421875,152074.546875,Db6
E6_aka_upper_sangha_Clarinet.ogg,123911.8203125,180759.625,306054.0625,104647.9609375,112888.46875,136159.453125,363366.53125,96823.0625,181993.421875,62358.36328125,72440.578125,206336.0625,E6
Bb6_agogo-samba_Clarinet.ogg,112614.2109375,38275.13671875,114285.28125,22584.599609375,20785.302734375,108922.4921875,83408.765625,71251.9609375,85935.3203125,108041.2421875,79766.2890625,34177.61328125,Bb6
B6_agogo-samba_Clarinet.ogg,33147.09765625,133380.671875,43927.25,135768.703125,28750.927734375,31986.1796875,144701.328125,34079.90234375,82194.09375,98293.1796875,131375.765625,74355.7734375,B6
E6_outside_now_Clarinet.ogg,31486.953125,43331.78515625,76441.7890625,25193.310546875,21300.00390625,22237.703125,54444.26171875,19311.587890625,37635.57421875,15427.5849609375,17814.6875,43925.640625,E6
D6_fandango_Clarinet.ogg,93510.7109375,35657.15234375,22545.328125,17525.587890625,28777.611328125,25493.345703125,81730.28125,21302.646484375,18259.56640625,35088.79296875,26461.673828125,49897.015625,D6
Eb6_venda_Clarinet.ogg,19631.689453125,26491.6328125,18492.322265625,12379.3955078125,7553.59326171875,16049.9375,15046.5849609375,60555.15234375,12032.7822265625,9644.240234375,35621.2890625,23436.435546875,Eb6
Ab6_Nawakhat_Clarinet.ogg,47166.43359375,12370.9267578125,9573.943359375,21252.423828125,10524.1103515625,28454.591796875,51136.56640625,58696.5,18811.25390625,10912.2939453125,45228.328125,16063.4306640625,Ab6
B6_york-samai_Clarinet.ogg,10800.5791015625,58146.02734375,16426.375,49372.41796875,9788.8330078125,6508.15771484375,24567.84375,8126.412109375,30051.1328125,34218.46484375,51592.734375,18231.923828125,B6
Bb6_pictures_at_an_exhibition_Clarinet.ogg,68291.125,20556.923828125,51803.4375,10777.71484375,10982.0615234375,55395.828125,39569.91796875,37437.72265625,51962.10546875,50918.796875,36413.98046875,18205.962890625,Bb6
C6_fandango_Clarinet.ogg,15071.5009765625,12892.3740234375,23167.974609375,9444.1357421875,25411.185546875,11534.2255859375,13734.7919921875,30192.765625,11312.203125,20063.99609375,33052.24609375,26277.015625,C6
Bb6_aksak_Clarinet.ogg,50813.828125,14898.8671875,35563.578125,7768.37353515625,8107.21533203125,39831.95703125,31037.572265625,27363.634765625,41080.31640625,40102.26953125,24100.755859375,12704.4833984375,Bb6
D6_ruchenitza_2_Clarinet.ogg,37703.09765625,18471.45703125,10295.0791015625,8513.2275390625,15313.6591796875,13164.5244140625,43656.1796875,10866.9267578125,8841.1064453125,18676.267578125,16094.0517578125,21350.3671875,D6
A6_aksak_Clarinet.ogg,15052.8447265625,46242.484375,9328.4619140625,7529.30419921875,32629.21875,24118.2265625,29452.5390625,50564.48046875,38575.6640625,18387.421875,9213.0576171875,38164.2734375,A6
B6_al-saghil-al-sani_Clarinet.ogg,13250.0087890625,61852.98828125,17739.244140625,47359.48046875,9815.9345703125,10322.4794921875,45338.20703125,11032.15234375,29194.939453125,43953.30859375,65292.65234375,27909.638671875,B6
Db6_agogo-samba_Clarinet.ogg,79331.7421875,38194.984375,39555.5078125,60935.59375,33830.05078125,95889.2890625,35880.23046875,34500.56640625,59370.50390625,39448.60546875,179979.765625,270776.5625,Db6
Eb6_mpre_Clarinet.ogg,30848.7421875,40254.921875,34077.1875,19694.017578125,13412.8291015625,34067.23828125,25643.001953125,99976.8359375,20082.947265625,17095.451171875,67337.375,42253.2890625,Eb6
D6_aka_Clarinet.ogg,317250.5,122831.6953125,83769.0546875,65985.9921875,133758.546875,104823.1171875,374020.46875,83729.3046875,67560.1796875,166240.609375,80149.5625,184738.546875,D6
Gb6_ruchenitza_2_Clarinet.ogg,5499.55419921875,18594.40234375,8373.69921875,16328.6728515625,31344.857421875,22709.564453125,11983.4765625,5460.34716796875,19012.888671875,10659.2294921875,39039.78125,7688.548828125,Gb6
Eb6_cinquillo_Clarinet.ogg,17512.013671875,24761.681640625,17189.001953125,12872.8154296875,7037.25390625,17512.876953125,13243.4013671875,50298.09375,10081.0322265625,8977.921875,35628.70703125,21160.697265625,Eb6
Db6_outside_now_Clarinet.ogg,36048.21875,18412.291015625,16187.28515625,29015.216796875,16247.3408203125,35583.578125,16601.314453125,17400.759765625,26418.7109375,16749.091796875,67456.8515625,127892.8515625,Db6
G6_al-saghil-al-sani_Clarinet.ogg,15011.8984375,12181.8076171875,33898.71875,14813.39453125,26715.041015625,54352.43359375,119355.7734375,28210.205078125,10727.681640625,33588.00390625,19175.267578125,62679.96484375,G6
G6_samba_Clarinet.ogg,38328.28125,34334.32421875,103500.375,37113.08984375,71809.5625,129076.4375,198363.421875,63134.6875,27485.3046875,78124.1171875,49175.125,159107.171875,G6
C6_ruchenitza_2_Clarinet.ogg,7240.67431640625,7108.99169921875,13991.3447265625,6695.79345703125,22014.6015625,6432.23388671875,6790.951171875,15273.5302734375,5317.27685546875,10171.43359375,16944.5546875,15511.85546875,C6
E6_bossa-nova_Clarinet.ogg,52675.078125,83549.7421875,146759.296875,42953.4453125,39468.33984375,47913.93359375,110568.0625,37369.86328125,76545.5859375,29342.869140625,33476.87109375,83226.4453125,E6
E6_al-saghil-al-sani_Clarinet.ogg,27208.978515625,30836.3984375,45901.27734375,20139.353515625,16526.248046875,29146.3984375,65758.15625,19601.642578125,48652.53125,13089.25390625,11966.7802734375,33981.17578125,E6
Ab6_bendir_Clarinet.ogg,67522.9921875,16205.44140625,12348.71875,32249.646484375,13581.9609375,36683.53515625,62111.53125,67729.0234375,22162.837890625,17385.373046875,86994.2421875,25211.3359375,Ab6
Db6_cinquillo_Clarinet.ogg,33185.70703125,12495.4990234375,12708.4833984375,24256.498046875,10502.4814453125,24081.701171875,12349.0986328125,12991.5087890625,24334.576171875,12385.7431640625,44089.56640625,74644.2734375,Db6
A6_agsag-samai_Clarinet.ogg,15934.93359375,52614.671875,10237.8896484375,7535.20263671875,32632.2734375,24315.896484375,30638.650390625,50716.85546875,38572.2109375,18389.01171875,9224.2099609375,38170.6875,A6
B6_ngbaka-maibo_Clarinet.ogg,39771.8359375,179081.375,46647.30859375,104182.8203125,23715.724609375,36046.39453125,171546.5625,35135.01953125,65285.76171875,93800.625,117377.3359375,75820.109375,B6
Ab6_ruchenitza_2_Clarinet.ogg,30303.0546875,9913.5498046875,9232.3837890625,19038.66015625,9667.8095703125,24932.4375,50656.91015625,58588.51171875,18788.44921875,9446.0849609375,34510.140625,12251.68359375,Ab6
B6_venda_Clarinet.ogg,15056.65625,71065.1015625,19246.328125,43048.58203125,9308.2822265625,9516.083984375,36525.3671875,9810.4384765625,26746.908203125,47300.203125,62908.34765625,27721.451171875,B6
A6_outside_now_Clarinet.ogg,13964.0419921875,36094.55078125,8721.2392578125,9285.6064453125,38512.58984375,26448.587890625,32403.052734375,61690.328125,43266.3984375,23174.384765625,10073.390625,33089.1171875,A6
G6_mpre_Clarinet.ogg,27713.001953125,22615.0390625,67334.1953125,25475.3046875,50413.12109375,89771.1328125,156432.859375,43293.48828125,20636.779296875,68947.9765625,37152.83203125,121659.9140625,G6
C6_aka_upper_sangha_Clarinet.ogg,57586.63671875,58109.3125,107245.375,48056.87890625,157316.296875,50573.53515625,53453.34765625,132509.234375,45902.12890625,87694.4296875,121334.6171875,137938.453125,C6
D6_spanish_tango_Clarinet.ogg,48629.28125,25865.763671875,13287.39453125,11799.9794921875,21220.86328125,17234.462890625,68998.7109375,16005.60546875,11227.9833984375,27409.587890625,24952.921875,31940.6328125,D6
Db6_york-samai_Clarinet.ogg,25555.1328125,9128.7861328125,11379.4619140625,19959.119140625,10124.1181640625,31719.306640625,10512.439453125,9806.5703125,17066.265625,9771.349609375,32003.1796875,44328.546875,Db6
F6_al-saghil-al-sani_Clarinet.ogg,27718.333984375,13105.9814453125,19735.607421875,28601.955078125,20728.017578125,15829.0068359375,26215.5703125,52012.8125,16982.681640625,55506.546875,12079.3212890625,8836.3095703125,F6
Ab6_samba_Clarinet.ogg,133857.5625,33079.1953125,27336.7109375,68585.5,29450.294921875,86718.1484375,166647.734375,174709.578125,62528.02734375,27862.029296875,101061.6015625,43143.03515625,Ab6
C6_mpre_Clarinet.ogg,17382.474609375,19662.125,36203.21875,15443.0673828125,50931.78515625,16582.228515625,17472.990234375,42773.62109375,15016.3505859375,30383.8125,39548.92578125,45823.640625,C6
B6_bendir_Clarinet.ogg,15211.8076171875,78793.0390625,22281.634765625,64172.0625,12379.6513671875,8770.9365234375,34664.06640625,10891.4404296875,38742.24609375,43918.515625,55674.984375,23952.205078125,B6
Db6_aka_Clarinet.ogg,167010.96875,70092.9765625,73393.6796875,126617.5234375,60727.0625,148541.40625,67427.5078125,68825.0390625,124131.5625,73930.015625,317237.34375,507609.15625,Db6
G6_york-samai_Clarinet.ogg,13039.1748046875,8440.3125,23318.830078125,10826.7529296875,22063.6640625,37706.55078125,84278.421875,19373.443359375,8328.3955078125,29075.900390625,16024.06640625,60958.28515625,G6
A6_spanish_tango_Clarinet.ogg,18972.541015625,76819.0390625,13502.7138671875,6870.87646484375,30388.375,25154.826171875,33449.91015625,46028.921875,38155.48046875,16502.494140625,8910.3251953125,40657.0390625,A6
G6_outside_now_Clarinet.ogg,16173.53125,18743.646484375,52342.09375,19577.904296875,33687.22265625,71260.5390625,106348.5390625,34910.1953125,14056.2373046875,33618.96484375,19590.166015625,45222.84765625,G6
F6_york-samai_Clarinet.ogg,21068.62109375,10160.0947265625,16441.55078125,21573.142578125,16286.6474609375,12725.9267578125,26103.421875,47565.48828125,14461.16796875,47053.62109375,9580.9423828125,6427.30859375,F6
G6_fandango_Clarinet.ogg,18677.689453125,21472.2890625,60923.09765625,22369.150390625,38667.4453125,80823.2265625,119713.7734375,39632.7890625,16135.8671875,39492.828125,22808.404296875,53914.81640625,G6
Db6_aka_upper_sangha_Clarinet.ogg,193759.8125,71760.03125,71990.4296875,145207.265625,63791.72265625,147338.734375,70369.96875,74534.6875,151810.546875,73544.7109375,295015.25,511970.15625,Db6
Gb6_pictures_at_an_exhibition_Clarinet.ogg,9343.1884765625,37433.42578125,15069.4951171875,34789.546875,59142.04296875,40808.65625,22171.1953125,11497.0859375,37320.47265625,23341.669921875,93887.7421875,15869.9384765625,Gb6
Bb6_aka_Clarinet.ogg,284640.71875,89211.375,262912.9375,48866.26171875,39054.44140625,198649.875,116981.0078125,167628.140625,174372.078125,138571.765625,123486.6171875,72828.75,Bb6
B6_aka_upper_sangha_Clarinet.ogg,74994.7421875,339452.5625,97808.53125,267192.40625,53336.3125,51274.13671875,227211.890625,59110.65625,164720.515625,200890.078125,259676.015625,133429.703125,B6
Ab6_aka_Clarinet.ogg,323362.21875,74915.3515625,60791.46875,158482.640625,61876.890625,192481.984375,340761.84375,270184.96875,133098.359375,67738.2109375,273825.53125,107500.28125,Ab6
C6_spanish_tango_Clarinet.ogg,10733.2646484375,11484.0234375,19988.9140625,9786.94140625,34929.1796875,9450.3837890625,9256.8388671875,21608.111328125,8009.03955078125,18856.5625,23405.513671875,23609.7734375,C6
Ab6_al-saghil-al-sani_Clarinet.ogg,75434.3828125,17408.244140625,11426.61328125,25777.8203125,13211.3994140625,37912.14453125,63834.33203125,78706.5625,23662.162109375,12877.3623046875,53883.95703125,21749.66796875,Ab6
D6_aksak_Clarinet.ogg,57615.64453125,26183.041015625,14950.9951171875,12622.125,22517.982421875,19801.341796875,69338.515625,16304.1171875,12716.8623046875,27426.357421875,21679.921875,33385.9296875,D6
G6_ruchenitza_2_Clarinet.ogg,10141.0830078125,9840.458984375,26072.998046875,10952.85546875,18844.40625,41387.49609375,77547.0234375,20756.90234375,8009.50634765625,21949.263671875,13320.01953125,37043.30859375,G6
A6_york-samai_Clarinet.ogg,17170.80078125,73592.03125,12637.3525390625,5376.94287109375,23101.8984375,20388.076171875,28385.337890625,34449.93359375,30234.5390625,12023.2685546875,7232.44140625,37345.83984375,A6
C6_agsag-samai_Clarinet.ogg,10551.6572265625,10751.6552734375,19749.328125,9412.0537109375,31245.494140625,9360.7841796875,9893.953125,22808.658203125,8280.4892578125,15896.5654296875,23518.390625,23194.314453125,C6
B6_aka_Clarinet.ogg,75998.7734375,356210.40625,94185.59375,213650.265625,44677.66015625,43871.98046875,176664.515625,48320.54296875,126170.71875,203038.484375,318226.28125,131947.953125,B6
Gb6_Nawakhat_Clarinet.ogg,5687.98681640625,19930.37109375,9279.7802734375,17745.388671875,32552.974609375,27530.298828125,12513.2607421875,6165.62744140625,23658.8203125,12587.62890625,48352.62890625,8963.2802734375,Gb6
Db6_Nawakhat_Clarinet.ogg,25429.154296875,10879.216796875,10358.583984375,19046.705078125,9028.6884765625,21741.919921875,10265.1279296875,10549.1767578125,18189.212890625,9879.4052734375,34227.27734375,58424.9375,Db6
F6_agogo-samba_Clarinet.ogg,72022.1328125,34788.49609375,57925.00390625,94966.1484375,57310.91796875,45847.703125,56317.23046875,126037.15625,40041.390625,120163.8046875,29275.46875,24202.96875,F6
A6_Nawakhat_Clarinet.ogg,13413.2392578125,45508.31640625,8688.8095703125,5854.69921875,24985.5390625,18912.318359375,24596.328125,38832.42578125,29615.697265625,13507.8837890625,7342.97998046875,34098.734375,A6
F6_bossa-nova_Clarinet.ogg,59445.46484375,26919.8828125,49476.46484375,88920.8359375,41516.73828125,32945.07421875,30108.392578125,84979.6875,26478.689453125,65759.3828125,21877.0703125,22169.65625,F6
Bb6_ngbaka-maibo_Clarinet.ogg,147530.0625,42235.05078125,107696.9140625,21745.287109375,20479.46875,105602.0546875,83707.9765625,69620.2265625,85855.21875,107778.8671875,65344.66796875,36908.18359375,Bb6
Ab6_york-samai_Clarinet.ogg,71814.5859375,15135.015625,8227.9560546875,19001.998046875,10454.9658203125,29281.650390625,43394.9765625,62421.79296875,17349.6015625,10292.802734375,46570.04296875,18979.369140625,Ab6
D6_samba_Clarinet.ogg,159083.421875,56964.17578125,39884.11328125,29475.572265625,47407.58203125,50849.70703125,196058.390625,41369.52734375,29443.755859375,62182.27734375,42575.28125,93279.34375,D6
Db6_mpre_Clarinet.ogg,61872.73046875,23113.333984375,23764.919921875,44945.984375,19759.421875,46612.515625,22730.751953125,23838.556640625,48292.51171875,24266.763671875,97760.75,159875.59375,Db6
